ID	CRIME_LOCATION	CRIME_LATLONG	DEFENDANT_HOME	DEFENDANT_HOME_LATLONG
t17930911-41	"Castle, in Wood street"	"51.50853,-0.12574"		
t17930911-53	St. Faith's Church-yard	"51.50853,-0.12574"		
t17930911-63	Mary-le-bone Parish	"51.50853,-0.12574"		
t17930911-73	"Pelham-street, No. 31."	"51.493731,-0.171652"		
t17930911-81	"No. 33, Soho-square"	"51.51544,-0.131613"		
t17930911-88	Three Queens at Brentford	"51.48619,-0.3083"		
t17931030-1	"4, East Smithfield"	"51.508733,-0.072803"		
t17931030-11	"Hawnorth-street, Bedford-square"	"51.50853,-0.12574"		
t17931030-15				
t17931030-16				
t17931030-18	St. Martin's-court	"51.510966,-0.127785"		
t17931030-20	Oxford-road	"51.55044,-0.484872"		
t17931030-20	Oxford-road	"51.55044,-0.484872"		
t17931030-21	Bishopsgate-street	"51.50853,-0.12574"		
t17931030-22	Cheapside	"51.616683,-0.087295"		
t17931030-24	sign of the Paul Pinder	"51.50853,-0.12574"		
t17931030-4				
t17931030-41				
t17931030-42				
t17931030-43	"Smith's-street, Westminster"	"51.51127,-0.119724"		
t17931030-5	"362, Armitage-street, Wapping"	"51.50506,-0.05682"		
t17931030-53	Essex-street	"51.550585,0.021558"		
t17931030-57				
t17931030-59				
t17931030-6	"43, Fort-street, Westminster"	"51.5,-0.11667"		
t17931030-60				
t17931030-62				
t17931030-63	Rosemary-lane	"51.468397,-0.269985"		
t17931030-64	Shadwell-dock	"51.50853,-0.12574"		
t17931030-65				
t17931030-7				
t17931030-71				
t17931030-86				
t17931204-10	Hanwell	"51.508984,-0.338158"		
t17931204-19				
t17931204-3	"Coach and Horses, the top of Islington"	"51.53622,-0.10304"		
t17931204-34	Duck-lane	"51.513994,-0.134798"		
t17931204-38				
t17931204-39				
t17931204-4	"Orange-street, Bloomsbury"	"51.52228,-0.12252"		
t17931204-48	"No. 31, Swallow-street"	"51.516737,0.05191"		
t17931204-56	"No. 5, Shaftsbury-place"	"51.50853,-0.12574"		
t17931204-57				
t17931204-58	Dice-key	"51.50853,-0.12574"		
t17931204-60	"White's alley, Coleman-street"	"51.51601,-0.08983"		
t17931204-61	Shoe-lane	"51.50853,-0.12574"		
t17931204-64	Ludgate Hill	"51.51397,-0.10236"		
t17931204-8	Bishopsgate-street	"51.50853,-0.12574"		
t17940115-1				
t17940115-20				
t17940115-27				
t17940115-28				
t17940115-34				
t17940115-38				
t17940115-43	Rosemary-lane	"51.468397,-0.269985"		
t17940115-44	Hackney	"51.54324,-0.049362"		
t17940115-49				
t17940115-51	New Broad-street	"51.50853,-0.12574"		
t17940115-51	New Broad-street	"51.50853,-0.12574"		
t17940115-52				
t17940115-55				
t17940115-63	"Skinner-street, Bishopsgate-street, Bishopsgate-without"	"51.50853,-0.12574"		
t17940115-64	"James-street, Covent-garden"	"51.512804,-0.123707"		
t17940115-69				
t17940115-73	Bembridge-street	"51.50853,-0.12574"		
t17940115-75				
t17940219-1				
t17940219-10	"153, Fleet-street"	"51.50853,-0.12574"		
t17940219-20	Chelsea	"51.487542,-0.16822"		
t17940219-22	"46, Cannon-street"	"51.5107,-0.09057"		
t17940219-23	Chancery-lane	"51.518107,-0.11236"		
t17940219-25				
t17940219-36	"101, Great Tothill-street"	"51.50853,-0.12574"		
t17940219-38				
t17940219-4	Sunbury	"51.567352,-0.15705"		
t17940219-44	"Tap at the Old Catherine Wheel Inn, in Bishopsgate-street"	"51.50853,-0.12574"		
t17940219-48	"Broad-street, St. Giles's No. 40"	"51.50853,-0.12574"		
t17940219-5	Parker's-lane	"51.50853,-0.12574"		
t17940219-60	"11, Osborne-street, near Ratcliff-highway, St. George's in the East"	"51.52332,-0.03888"		
t17940219-62	"316, High Holborn"	"51.517678,-0.118939"		
t17940219-65	Shadwell Dock	"51.50853,-0.12574"		
t17940219-67				
t17940219-74	Gracechurch-street	"51.50853,-0.12574"		
t17940430-104	Norfolk-street	"51.550585,0.021558"		
t17940430-19	"No. 5, Hind-street, Manchester-square"	"51.50853,-0.12574"		
t17940430-26	"Charles-square, Hoxton"	"51.527378,-0.083687"		
t17940430-30	"No. 3, Little Windmill-street"	"51.512311,-0.135529"		
t17940430-33	"No. 59, Red Lyon-street, Holborn"	"51.51753,-0.12045"		
t17940430-35	"Castle alley, Whitechapel"	"51.51382,-0.06583"		
t17940430-41	"No. 2, James-court, James-street, Featherstone-street, Old-street-road"	"51.52623,-0.0851"		
t17940430-45	Whitechapel	"51.518623,-0.062081"		
t17940430-46				
t17940430-51	"Gracechurch-street, in the City"	"51.50853,-0.12574"		
t17940430-59	Holborn	"51.517115,-0.120066"		
t17940430-63	Cannon-row	"51.50853,-0.12574"		
t17940430-64	"Oxford-road, No. 217"	"51.54545,-0.482211"		
t17940430-65				
t17940430-81	King's Arms in Arundell-street	"51.50853,-0.12574"		
t17940430-82	Tabernacle-walk	"51.50853,-0.12574"		
t17940604-10				
t17940604-11				
t17940604-17	"George's alley, Field-lane"	"51.50853,-0.12574"		
t17940604-19	"Great Turn-stile, Lincoln's Innfields"	"51.50853,-0.12574"		
t17940604-37				
t17940604-38				
t17940716-1	Gravel-lane	"51.506448,-0.10047"		
t17940716-20	"King-street, Golden-square, in the parish of St. James's"	"51.5073,-0.13982"		
t17940716-22	"Warwick-street, Golden-square"	"51.50853,-0.12574"		
t17940716-23	"St. John's-street, Bartlet-square"	"51.50853,-0.12574"		
t17940716-35	"No. 7, Little Peter-street, Westminster"	"51.5,-0.11667"		
t17940716-45	St. John's-street	"51.50853,-0.12574"		
t17940716-51				
t17940716-55	Tokenhouse-yard	"51.50853,-0.12574"		
t17940716-58				
t17940716-59	"George-street, Westminster"	"51.517152,-0.157096"		
t17940716-6	"No. 34, Little Queen-street, Holborn"	"51.51753,-0.12045"		
t17940716-62	Cursitor-street	"51.51648,-0.11112"		
t17940716-7	New Gravel lane	"51.50853,-0.12574"		
t17940716-75				
t17940917-100	Ludgate-hill	"51.51397,-0.10236"		
t17940917-25				
t17940917-29	"No. 118, Tottenham-court-road"	"51.524104,-0.137537"		
t17940917-30				
t17940917-32	Knightsbridge	"51.500844,-0.166965"		
t17940917-35				
t17940917-37	Bishopsgate-street	"51.50853,-0.12574"		
t17940917-39	"James's-street, in the Hay market"	"51.50853,-0.12574"		
t17940917-41	the Minories	"51.510384,-0.073413"		
t17940917-45				
t17940917-50				
t17940917-52	Castle-street	"51.531008,0.038632"		
t17940917-54	"Cross-lane, Long-acre"	"51.50853,-0.12574"		
t17940917-55	"St. Paul's, Shadwell"	"51.51135,-0.05663"		
t17940917-59				
t17940917-62				
t17940917-68				
t17940917-70				
t17940917-74	Islington	"51.538429,-0.099905"		
t17940917-75	"Arebella-row, near Buckingham-gate"	"51.507265,-0.127833"		
t17940917-78				
t17940917-82				
t17940917-86	Star-court	"51.50853,-0.12574"		
t17940917-91	Great Distaff-lane	"51.51226,-0.0973"		
t17940917-94	Great Portland-street	"51.523727,-0.143917"		
t17941111-10	"New-road, St. George's, Middlesex"	"51.50853,-0.12574"		
t17941111-21	"Tabernacle row, in St. Loke's parish"	"51.50853,-0.12574"		
t17941111-24				
t17941111-28				
t17941111-36	"Charlotte-street, Pimlico"	"51.48897,-0.13699"		
t17941111-39				
t17941111-4				
t17941111-40	Swallow-street	"51.516737,0.05191"		
t17941111-48	"Pancras-lane, Cheapside"	"51.51409,-0.09394"		
t17941111-49	St. Sepulchre's	"51.50853,-0.12574"		
t17941111-54	"No. 78, in Cannon-street"	"51.5107,-0.09057"		
t17941111-56	Great Tower-street	"51.50853,-0.12574"		
t17941111-6	Mile End	"51.525338,-0.033435"		
t17941208-16	"Wood-street, in the parish of St. Alban's"	"51.50853,-0.12574"		
t17941208-19	"No. 28, Cannon-street, St. George's, Middlesex"	"51.50853,-0.12574"		
t17941208-23	"Wardour-street, Soho"	"51.513967,-0.134335"		
t17941208-27	"Grocer's-alley, Wellclose-square, in the parish of Whitechapel"	"51.51382,-0.06583"		
t17941208-32	"No. 92, Newgate-street"	"51.620793,0.014026"		
t17941208-34				
t17941208-35				
t17941208-41				
t17941208-42	"Bell-alley, Lombard-street"	"51.50853,-0.12574"		
t17941208-44	Duck-lane	"51.513994,-0.134798"		
t17941208-45				
t17941208-52	"No. 4, Crown-court, Westminster"	"51.513565,-0.121338"		
t17941208-54	Covent Garden theatre	"51.51424,-0.12471"		
t17941208-61	Thames-street	"51.413233,-0.364263"		
t17941208-9	"High-street, St. Giles's"	"51.50853,-0.12574"		
t17950114-10				
t17950114-15	Basinghall-street	"51.51593,-0.09111"		
t17950114-16	St. Martin's-le-grand	"51.50853,-0.12574"		
t17950114-17	"Ray-street, Clerkenwell"	"51.523136,-0.107469"		
t17950114-2	Charing-cross	"51.507179,-0.127566"		
t17950114-20				
t17950114-27				
t17950114-29	"Dartmouth-row, Westminster"	"51.5,-0.11667"		
t17950114-3	"2, Lambeth passage"	"51.50853,-0.12574"		
t17950114-32	Leather-lane Holborn	"51.520501,-0.109557"		
t17950114-34	"Orange tree, Orange-street, Bloomsbury"	"51.52228,-0.12252"		
t17950114-4	playhouse in Covent-garden	"51.51424,-0.12471"		
t17950114-40	Fish-street-hill	"51.50853,-0.12574"		
t17950114-42	Bishopsgate-street	"51.50853,-0.12574"		
t17950114-8	"Tabernacle walk, near Finsbury-square, Moorfields"	"54.816667,-6.15"		
t17950218-11				
t17950218-13	Wigmore-street	"51.516398,-0.148562"		
t17950218-14				
t17950218-16	"Denmark-street, St. George's in the East"	"51.52332,-0.03888"		
t17950218-18				
t17950218-23				
t17950218-27	Cornhill	"51.671824,-0.032728"		
t17950218-29	"the Yorkshire Grey, Bond's-stables, Fetter-lane"	"51.50853,-0.12574"		
t17950218-30	Mill Bank	"51.50853,-0.12574"		
t17950218-40	"No. 138, in the Minories"	"51.50853,-0.12574"		
t17950218-41	Finsbury-place	"51.50853,-0.12574"		
t17950218-42	Fleet-market	"51.50853,-0.12574"		
t17950218-43	"No. 22, Barbican"	"51.51988,-0.09446"		
t17950218-46				
t17950218-5	Charlotte-street	"51.520159,-0.136496"		
t17950218-8	Hungerford-street	"51.514583,-0.057882"		
t17950416-10	Devonshire-square	"51.39668,0.024218"		
t17950416-11	Fetter-lane	"51.50853,-0.12574"		
t17950416-16	"No. 4, Goudge-street, Tottenham-court road"	"51.51659,-0.13083"		
t17950416-17	"No. 43, Portpool-lane"	"51.520978,-0.111329"		
t17950416-18	"Newtoners-lane, Drury-lane"	"51.51278,-0.12038"		
t17950416-20	"Osborne-street, Whitechapel"	"51.51382,-0.06583"		
t17950416-28	Islington	"51.538429,-0.099905"		
t17950416-30	Hay-market	"51.50853,-0.12574"		
t17950416-33	"Sackville-street, Piccadilly"	"51.50853,-0.12574"		
t17950416-38	St. Martin's-lane	"51.511826,-0.127094"		
t17950416-4	"Boswell-court, Cary-street"	"51.50853,-0.12574"		
t17950416-41	"the East Lodge, Enfield Chace"	"51.50853,-0.12574"		
t17950416-44	"Brick-lane, Spitalfields"	"51.522426,-0.071592"		
t17950416-53				
t17950416-61	"David-street, Portman-square"	"51.50853,-0.12574"		
t17950416-63	"Fulham, at the sign of the Three Kings"	"51.50853,-0.12574"		
t17950416-66	St. James's street	"51.507587,-0.140417"		
t17950416-73	Holborn	"51.517115,-0.120066"		
t17950416-81	Cornhill	"51.671824,-0.032728"		
t17950416-82	"Coach and Horses public house, in Westminster"	"51.5,-0.11667"		
t17950520-14	Checquer-court	"51.50853,-0.12574"		
t17950520-15				
t17950520-16	"Pye-street, Westminster"	"51.5,-0.11667"		
t17950520-17	"31, Oxford-street"	"51.513515,-0.157743"		
t17950520-18	"Mermaid tap, Hackney"	"51.55,-0.05"		
t17950520-22	"Shippey-yard, Trinity Minories"	"51.50853,-0.12574"		
t17950520-28	Bishopsgate-street	"51.50853,-0.12574"		
t17950520-34	Union-street	"51.503669,-0.098483"		
t17950520-37	Leadenhall-street	"51.50853,-0.12574"		
t17950520-38	Cheapside	"51.616683,-0.087295"		
t17950520-40	"9, Hare-court, Aldgersgate-street"	"51.50853,-0.12574"		
t17950520-42	"Chiswell-street. Moorfields, No. 17"	"51.50853,-0.12574"		
t17950520-44	"Charles street, Hatton garden"	"51.50853,-0.12574"		
t17950520-51	Mark-lane	"51.50853,-0.12574"		
t17950520-52	"6, Evans-court, Basinghall-street, Cripplegate"	"51.50853,-0.12574"		
t17950520-54	"3, Bishopsgate-street"	"51.50853,-0.12574"		
t17950520-57	Grub-street	"51.50853,-0.12574"		
t17950701-10				
t17950701-16	"Brown's-lane, Spitalfields"	"51.5202,-0.07436"		
t17950701-25				
t17950701-26	"the Flying Horse, Lambeth-street, Goodman's-fields, Whitechapel"	"51.51382,-0.06583"		
t17950701-30	"No. 22, Compton-street"	"51.525001,-0.10153"		
t17950701-40	Market-lane	"51.601193,-0.265641"		
t17950701-42				
t17950701-43	"Mill bank, Westminster"	"51.5,-0.11667"		
t17950701-44	"Newsoner's-lane, Drury-lane"	"51.51278,-0.12038"		
t17950701-49	Oxford road	"51.546648,-0.483017"		
t17950701-5	Leadenhall street	"51.50853,-0.12574"		
t17950701-54				
t17950701-57				
t17950701-60				
t17950701-7	Broken Wharf	"51.51089,-0.09688"		
t17950916-100				
t17950916-11	"No. 225, in the Strand"	"51.50853,-0.12574"		
t17950916-17	"Painters-rents, Ratcliff-cross"	"51.50853,-0.12574"		
t17950916-19	"No. 6, Union-street, New Bond street"	"51.50853,-0.12574"		
t17950916-2				
t17950916-20	Fenchurch-street	"51.51167,-0.07881"		
t17950916-22				
t17950916-24	Leicester-square	"51.510025,-0.129518"		
t17950916-26				
t17950916-29				
t17950916-31	"Maiden-lane, Covent garden"	"51.510792,-0.122883"		
t17950916-32				
t17950916-33	"the George, in Grosvenor-square"	"51.50853,-0.12574"		
t17950916-43	"King-street, Westminster"	"51.506282,-0.137893"		
t17950916-52	"No. 25, in Philpot-lane, Fenchurch street"	"51.51167,-0.07881"		
t17950916-54	Bishopsgate Church-yard	"51.50853,-0.12574"		
t17950916-67				
t17950916-76				
t17950916-79	"Great White Lion-street, St. Giles's"	"51.50853,-0.12574"		
t17950916-80	Highgate	"51.574432,-0.152684"		
t17950916-89	"No. 15, Old street, Soho"	"51.5144,-0.13535"		
t17950916-91				
t17950916-98	Ludgatehill	"51.50853,-0.12574"		
t17951028-1	"Goswell-street, Clerkenwell"	"51.52438,-0.11022"		
t17951028-12	Cheapside	"51.616683,-0.087295"		
t17951028-16	Borough	"51.501094,-0.093406"		
t17951028-23	"No. 46, Eagle street, Red Lion-square"	"51.50853,-0.12574"		
t17951028-24	Hunt's-court	"51.510694,-0.128521"		
t17951028-27	"the Golden Lion, Battle Bridge, Pancras"	"51.50853,-0.12574"		
t17951028-31				
t17951028-36	"the Crown and Anchor Inn, at staines"	"51.50853,-0.12574"		
t17951028-37	"Queen-street, Cheapside"	"51.51409,-0.09394"		
t17951028-39	"Market-court, by Oxford-market"	"51.50853,-0.12574"		
t17951028-40	"No. 84, Oxford-street"	"51.513515,-0.157743"		
t17951028-41				
t17951028-53				
t17951028-56				
t17951028-59	Smithfield	"51.508733,-0.072803"		
t17951028-66				
t17951202-1				
t17951202-20	Oxford-road	"51.55044,-0.484872"		
t17951202-20	Oxford-road	"51.55044,-0.484872"		
t17951202-21	"Brook's wharf, in the parish of St. Michael"	"51.50853,-0.12574"		
t17951202-35	Cannon-street	"51.5107,-0.09057"		
t17951202-36				
t17951202-48	Sheepy-yard	"51.50853,-0.12574"		
t17951202-49				
t17951202-51	"Water-lane, Blackfriars"	"51.50853,-0.12574"		
t17951202-52	Sun-street	"51.50853,-0.12574"		
t17951202-52	Sun-street	"51.50853,-0.12574"		
t17960113-15				
t17960113-16	Galleyquay	"51.50853,-0.12574"		
t17960113-17	Cox's quay	"51.50853,-0.12574"		
t17960113-31				
t17960113-33	Blackwall	"51.5065,-0.006402"		
t17960113-34				
t17960113-39	"the Three Tuns, at Kingsland"	"51.5434,-0.07669"		
t17960113-41	Honey-lane-market	"51.50853,-0.12574"		
t17960113-42	Fenchurch-street	"51.51167,-0.07881"		
t17960113-46	Oxford-street	"51.513515,-0.157743"		
t17960113-50	"Bush-hill, Edmonton"	"51.643287,-0.084465"		
t17960113-51				
t17960113-52				
t17960113-53	Drury-lane	"51.514507,-0.121907"		
t17960113-58	St. Paul's Church-yard	"51.50853,-0.12574"		
t17960113-6				
t17960113-60				
t17960113-67	St. George's-row	"51.50853,-0.12574"		
t17960113-71	"No. 43, King-street, Seven-dials"	"51.50853,-0.12574"		
t17960113-73	"No. 3. Panton-street, Hay-market"	"51.50853,-0.12574"		
t17960113-8				
t17960113-88				
t17960113-9	"Denmark-street, St. Giles's"	"51.50853,-0.12574"		
t17960113-90	"No. 3, Meard's-court, Soho"	"51.5144,-0.13535"		
t17960113-94				
t17960217-10	"White-house, near the Shepherd and Shepherdess, in the parish of Shoreditch"	"51.526669,-0.079893"		
t17960217-18	Gracechurch-street	"51.50853,-0.12574"		
t17960217-20	Fleet-street	"51.51348,-0.112117"		
t17960217-30	Foster-lane	"51.50853,-0.12574"		
t17960217-4	"163, Whitecross street"	"51.523797,-0.093448"		
t17960217-40	Cheapside	"51.616683,-0.087295"		
t17960217-47	"Virginia-street, Ratcliffe Highway, in the parish of St. George's"	"51.50853,-0.12574"		
t17960217-49	Oxford-street	"51.513515,-0.157743"		
t17960217-51				
t17960217-52	Leicester-square	"51.510025,-0.129518"		
t17960217-59	Silk-street	"51.50853,-0.12574"		
t17960217-66	"Fann-street, Aldersgate-street"	"51.51859,-0.09705"		
t17960217-72	Fore-street	"51.61162,-0.065018"		
t17960217-9				
t17960406-1	Wych-street	"51.50853,-0.12574"		
t17960406-14	Fleet-street	"51.51348,-0.112117"		
t17960406-24	Piccadilly	"51.507085,-0.142217"		
t17960406-34	Iver	"51.529801,-0.48609"		
t17960406-38				
t17960406-41	Northumberland-street	"51.507204,-0.125287"		
t17960406-42	Portland-place	"51.52052,-0.145341"		
t17960406-51	Chapman-street	"51.511735,-0.058871"		
t17960406-6	King's warehouse upon Tower-Hill	"51.50853,-0.12574"		
t17960406-65				
t17960406-66	Little New-street	"51.50853,-0.12574"		
t17960406-7				
t17960406-77	Drury-lane	"51.514507,-0.121907"		
t17960406-79	Ave-Maria-lane	"51.51409,-0.10074"		
t17960406-8	Holloway	"51.557245,-0.118371"		
t17960406-81	Bishopsgate-within	"51.50853,-0.12574"		
t17960406-83				
t17960511-13				
t17960511-3				
t17960511-30	Homerton in the parish of Hackney	"51.55,-0.05"		
t17960511-32	"the Cloisters, in the Precinct of St. Catherine's"	"51.50853,-0.12574"		
t17960511-34	"New Road, Pancras"	"51.50853,-0.12574"		
t17960511-44	"Store-street, Bedford-square"	"51.50853,-0.12574"		
t17960511-49	Thames-street	"51.413233,-0.364263"		
t17960511-5	"Lord Cobham's-head, Coldbath-fields"	"51.50853,-0.12574"		
t17960511-51	"Ascot, in the parish of Rislip"	"51.50853,-0.12574"		
t17960511-54	Cherry-garden stairs	"51.50853,-0.12574"		
t17960511-56				
t17960511-57	Fenchurch-street	"51.51167,-0.07881"		
t17960511-61	"No. 142, Leaden-hall-street"	"51.50853,-0.12574"		
t17960622-16	Goswell-street	"51.50853,-0.12574"		
t17960622-19				
t17960622-22	Poultry	"51.55567,-0.213815"		
t17960622-26				
t17960622-28	Kentish-Town	"51.550066,-0.142562"		
t17960622-29	Mutton-hill	"51.50853,-0.12574"		
t17960622-30				
t17960622-32	"New-court, Peter's-lane, Cow-cross"	"51.50853,-0.12574"		
t17960622-45	Oxford-street	"51.513515,-0.157743"		
t17960622-72	"the Catherine-wheel Inn, Bishopsgate-street"	"51.50853,-0.12574"		
t17960622-79	Cheapside	"51.616683,-0.087295"		
t17960622-81	Russel-place	"51.50853,-0.12574"		
t17960914-10	parish of Islington	"51.53622,-0.10304"		
t17960914-107	"King's head-court, Beech-street"	"51.52062,-0.09462"		
t17960914-11	"sign of the Castle, in Portugal-street"	"51.50853,-0.12574"		
t17960914-112	Guildhall	"51.500332,-0.12808"		
t17960914-16	"Wiggin's Quay, near Billingsgate"	"51.50853,-0.12574"		
t17960914-17	"No. 28, Bucklersbury"	"51.51296,-0.09042"		
t17960914-23	"No.93, White-cross-street"	"51.50853,-0.12574"		
t17960914-24	parish of Harrow	"51.57142,-0.33371"		
t17960914-25	Royal Exchange	"51.518201,-0.169803"		
t17960914-32				
t17960914-33	"Broad-street, St. Giles's"	"51.50853,-0.12574"		
t17960914-35				
t17960914-37	"George-street, Grosvenor-square"	"51.50853,-0.12574"		
t17960914-42				
t17960914-49	Orange-court	"51.344917,0.057013"		
t17960914-54	"Rodney-row, in the parish of St. Paul's, Shadwell"	"51.51135,-0.05663"		
t17960914-55				
t17960914-57	Clerkenwell-green	"51.522572,-0.106484"		
t17960914-6	Bedfont in the county of Middlesex	"51.50853,-0.12574"		
t17960914-61	"Hand-court, Holborn"	"51.518298,-0.115474"		
t17960914-64				
t17960914-80	"St. Martin's-lane, Charing-cross"	"51.50848,-0.12493"		
t17960914-83				
t17960914-85				
t17960914-92	East-Smithfield	"51.508733,-0.072803"		
t17960914-99	"Standgate, Lambeth"	"51.49635,-0.11152"		
t17961026-10	High Holborn	"51.517678,-0.118939"		
t17961026-13	"Goodman's-yard, Goodman's-fields"	"51.50853,-0.12574"		
t17961026-15	Isleworth	"51.468356,-0.326311"		
t17961026-18	Wiggins's Quay	"51.50853,-0.12574"		
t17961026-20	"George, Beach-street"	"51.50853,-0.12574"		
t17961026-22	"15, Wood-street, Cheapside"	"51.51409,-0.09394"		
t17961026-3	"Gerard-street, Soho"	"51.5144,-0.13535"		
t17961026-31	"8, Union-court, Broad-street"	"51.50853,-0.12574"		
t17961026-33				
t17961026-35				
t17961026-38	"16, Staining-lane"	"51.50853,-0.12574"		
